0	other
1	other
2	other
3	other
4	camera
5	camera
6	camera
7	camera
8	camera
9	camera
10	camera
11	camera
12	camera
13	camera
14	camera
15	camera
16	camera
17	camera
18	camera
19	camera
20	camera
21	camera
22	camera
23	camera
24	camera
25	camera
26	camera
27	camera
28	camera
29	camera
30	camera
31	camera
32	camera
33	camera
34	camera
35	camera
36	camera
37	camera
38	other
39	other
40	other
41	other
42	other
43	other
44	other
45	other
46	other
47	other
48	other
49	other
50	other
51	camera
52	camera
53	camera
54	camera
55	camera
56	camera
57	camera
58	camera
59	camera
60	camera
61	camera
62	camera
63	camera
64	camera
65	camera
66	camera
67	camera
68	camera
69	camera
70	camera
71	camera
72	camera
73	camera
74	camera
75	camera
76	camera
77	camera
78	camera
79	camera
80	camera
81	camera
82	camera
83	camera
84	camera
85	camera
86	camera
87	camera
88	camera
89	camera
90	camera
91	camera
92	camera
93	camera
94	camera
95	slide
96	slide
97	slide
98	slide
99	slide
100	slide
101	slide
102	slide
103	slide
104	slide
105	slide
106	slide
107	slide
108	slide
109	slide
110	slide
111	slide
112	slide
113	camera
114	camera
115	camera
116	camera
117	camera
118	camera
119	camera
120	camera
121	camera
122	camera
123	camera
124	camera
125	camera
126	camera
127	camera
128	camera
129	camera
130	camera
131	camera
132	camera
133	camera
134	camera
135	camera
136	camera
137	camera
138	camera
139	camera
140	camera
141	camera
142	look_away_slide
143	look_away_slide
144	look_away_slide
145	look_away_slide
146	look_away_slide
147	look_away_slide
148	look_away_slide
149	look_away_slide
150	look_away_slide
151	look_away_slide
152	look_away_slide
153	look_away_slide
154	look_away_slide
155	look_away_slide
156	look_away_slide
157	look_away_slide
158	look_away_slide
159	look_away_slide
160	look_away_slide
161	look_away_slide
162	look_away_slide
163	look_away_slide
164	look_away_slide
165	look_away_slide
166	look_away_slide
167	look_away_slide
168	look_away_slide
169	look_away_slide
170	look_away_slide
171	look_away_slide
172	look_away_slide
173	look_away_slide
174	look_away_slide
175	look_away_slide
176	look_away_slide
177	camera
178	camera
179	camera
180	camera
181	camera
182	camera
183	camera
184	camera
185	camera
186	camera
187	camera
188	camera
189	camera
190	camera
191	camera
192	camera
193	camera
194	camera
195	camera
196	camera
197	camera
198	camera
199	camera
200	camera
201	camera
202	camera
203	camera
204	camera
205	camera
206	camera
207	camera
208	camera
209	camera
210	camera
211	camera
212	camera
213	camera
214	camera
215	camera
216	camera
217	camera
218	camera
219	camera
220	camera
221	camera
222	camera
223	camera
224	camera
225	camera
226	camera
227	camera
228	camera
229	camera
230	camera
231	camera
232	camera
233	camera
234	camera
235	camera
236	look_away_slide
237	look_away_slide
238	look_away_slide
239	look_away_slide
240	look_away_slide
241	look_away_slide
242	look_away_slide
243	look_away_slide
244	look_away_slide
245	look_away_slide
246	look_away_slide
247	look_away_slide
248	look_away_slide
249	look_away_slide
250	look_away_slide
251	look_away_slide
252	look_away_slide
253	look_away_slide
254	look_away_slide
255	look_away_slide
256	look_away_slide
257	look_away_slide
258	look_away_slide
259	look_away_slide
260	look_away_slide
261	look_away_slide
262	look_away_slide
263	look_away_slide
264	look_away_slide
265	look_away_slide
266	look_away_slide
267	look_away_slide
268	camera
269	camera
270	camera
271	camera
272	camera
273	camera
274	camera
275	camera
276	camera
277	camera
278	camera
279	camera
280	camera
281	camera
282	camera
283	camera
284	camera
285	camera
286	camera
287	camera
288	camera
289	slide
290	slide
291	slide
292	slide
293	slide
294	slide
295	slide
296	slide
297	slide
298	slide
299	slide
300	slide
301	slide
302	slide
303	slide
304	slide
305	slide
306	slide
307	slide
308	slide
309	camera
310	camera
311	camera
312	camera
313	camera
314	camera
315	camera
316	camera
317	camera
318	camera
319	camera
320	camera
321	camera
322	camera
323	camera
324	camera
325	camera
326	camera
327	camera
328	camera
329	camera
330	camera
331	camera
332	camera
333	camera
334	camera
335	camera
336	camera
337	camera
338	camera
339	camera
340	camera
341	camera
342	camera
343	camera
344	camera
345	camera
346	camera
347	camera
348	camera
349	camera
350	camera
351	camera
352	camera
353	camera
354	camera
355	camera
356	camera
357	camera
358	camera
359	camera
360	camera
361	camera
362	camera
363	camera
364	camera
365	camera
366	camera
367	camera
368	camera
369	camera
370	camera
371	camera
372	camera
373	camera
374	camera
375	camera
376	camera
377	camera
378	camera
379	camera
380	camera
381	camera
382	camera
383	camera
384	camera
385	camera
386	camera
387	camera
388	camera
389	camera
390	camera
391	camera
392	camera
393	camera
394	camera
395	camera
396	camera
397	camera
398	camera
399	camera
400	camera
401	camera
402	camera
403	camera
404	camera
405	camera
406	camera
407	camera
408	camera
409	camera
410	camera
411	camera
412	camera
413	camera
414	camera
415	camera
416	camera
